X,Y,OBJECTID,Comunidad_,Provincia,Isla,Código_IN,Término_M,Web_munici,Identifica,Nombre,Nombre_alt,Nombre_a_1,Descripci,Longitud,Anchura,Variación,Grado_ocup,Grado_urba,Paseo_mar,Tipo_paseo,Tipo_de_ar,Condicione,Zona_fonde,Nudismo,Vegetació,Vegetaci_1,Actuacione,Actuacio_1,Bandera_az,Auxilio_y_,Auxilio_y1,Señalizac,Señaliza_,Forma_de_a,Señaliza1,Acceso_dis,Carretera_,Autobús,Autobús_t,Aparcamien,Aparcami_1,Aparcami_2,Aseos,Lavapies,Duchas,Teléfonos,Papelera,Servicio_l,Alquiler_s,Alquiler_h,Alquiler_n,Oficina_tu,Establecim,Establec_1,Zona_infan,Zona_depor,Club_naút,Submarinis,Zona_Surf,Observacio,Coordenada,Coordena_1,Huso,Coordena_2,Coordena_3,Puerto_dep,Web_puerto,Distancia_,Hospital,Dirección,Teléfono_,Distancia1,Composici,Fachada_Li,Espacio_pr,Espacio__1,Coordena_4,Coordena_5,URL_MAGRAM
-0.311599999719855,38.4774999989843,1320,Comunitat Valenciana,Alicante/Alacant, ,3050,El Campello,http://www.elcampello.es,1317,Cala les Palmeretes,Cala Monte Lanuza, ,"La Cala les Palmeretes o Monte Lanuza se encuentra a continuación de la Cala Lanuza, recibiendo ambas el nombre del Alto Lanuza, paralelo al litoral costero.",80 metros,25 metros,Poca,Bajo,Semiurbana,No, ,Oscura,Oleaje moderado,No,No,Sí,detrás de la playa,Sí,Dispone de rampas,No,No, ,No, ,A pie fácil / Coche,Sí,No,Calle Llobarro,Sí,"Interurbano, Línea Alicante - Benidorm a 1 km",Sí,No vigilado,Menos de 50 plazas,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Cala poco transitada. Conocida por ese nombre por las palmeras que se encuentran a su entrada. Emergencias (112).,734515,4262222,30,0º 18' 42'' W,38º 28' 39'' N,Club Náutico Campello,http://www.cncampello.com,"8,3 km.",Hospital Clinico Universitario San Juan,"Ctra. Alicante - Valencia, s/n (Alicante)",965938700,19 km.,Arena / Grava,Acantilado,No, ,-0.3116,38.4775,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1317
-0.635799999583508,38.1399999992183,1321,Comunitat Valenciana,Alicante/Alacant, ,3065,Elche/Elx,http://www.elche.es,1318,La Marina, , ,"Las playas de Elx se presentan como grandes espacios de dorada arena en los que disfrutar de aguas tranquilas y multitud de servicios, así como de zonas de gran valor ecológico, como son los ecosistemas de dunas del litoral.",1.100 metros,35 metros,Media,Alto,Aislada,No, ,Dorada,Oleaje moderado,No,No,Sí,en la playa,Sí,Dispone de pasarelas,Sí,Sí,Temporada estival,Sí,Banderas,A pie fácil / Coche,Sí,Sí,N-332,Sí,Interurbano,Sí,No vigilado,Más de 100 plazas,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,"Los tramos de la playa se llaman Marina (1.000 m), Pesqueres (300 m) y Rebollo (700 m). El Puerto deportivo está en el término municipal de Guardamar del Segura. Emergencias (112).",707189,4223989,30,0º 38' 9'' W,38º 08' 24'' N,Club Náutico Marina de las Dunas (Guardamar),http://www.clubnauticoguardamar.com/,6 km.,Hospital General Universitario de Elche,"Cami Almassera, 11 (Elche)",966679000,17 km.,Arena,Dunas,No, ,-0.6358,38.14,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1318
-0.629700000426487,38.150199999377,1322,Comunitat Valenciana,Alicante/Alacant, ,3065,Elche/Elx,http://www.elche.es,1319,El Pinet, , ,"El sur de Elche dispone de dos playas de características similares, El Pinet y La Marina, amplias bandas de arena dorada.",730 metros,26 metros, ,Alto,Semiurbana,No, ,Dorada,Oleaje moderado,No,Sí,Sí,en la playa,Sí,Dispone de pasarelas,No,Sí,Temporada estival,Sí,Banderas,A pie fácil / Coche,Sí,Sí,N-332,Sí,Interurbano,Sí,No vigilado,Más de 100 plazas,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,La anchura media corresponde con 6 m zona concesiones y 20 m el resto. El Puerto Deportivo de Marina de Dunas pertenece al término municipal de Guardamar del Segura. Emergencias (112).,707695,4225135,30,0º 37' 47'' W,38º 09' 01'' N,Club Náutico Marina de las Dunas (Guardamar),http://www.clubnauticoguardamar.com/,7 km.,Hospital General Universitario de Elche,"Cami Almassera, 11 (Elche)",966679000,16 km.,Arena,Dunas,No, ,-0.6297,38.1502,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1319
-0.513499999799257,38.2346999987513,1323,Comunitat Valenciana,Alicante/Alacant, ,3065,Elche/Elx,http://www.elche.es,1320,Carabassí, , ,"Las playas del norte de Elx se presentan como grandes espacios de dorada arena en los que disfrutar de aguas tranquilas, así como de zonas de gran valor ecológico, como son los ecosistemas de dunas del litoral.",900 metros,80 metros,Poca,Alto,Aislada,No, ,Dorada,Oleaje moderado,No,Sí,Sí,en la playa,Sí,Regeneración dunar y eliminación aparcamiento / Dispone de pasarelas,Sí,Sí,Temporada estival,Sí,Banderas,A pie fácil,No,Sí,N-332,Sí,"Interurbano, Línea Alicante - Santa Pola a 2 km",Sí,No vigilado,Más de 100 plazas,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,Sí,Playa natural. Emergencias (112).,717627,4234780,30,"00º 30' 48,813'' W","38º 14' 05,100'' N",Marina Deportiva de Alicante,http://www.marinaalicante.com/index.php,5 km.,Hospital General Universitario de Alicante,"Maestro Alonso, 109 (Alicante)",965938300,20 km.,Arena,Montaña,Sí,Paraje Natural,-0.5135,38.2347,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1320
-0.519700000312031,38.2693999990099,1324,Comunitat Valenciana,Alicante/Alacant, ,3065,Elche/Elx,http://www.elche.es,1322,El Altet,L'Altet, ,"Las playas del norte de Elx se presentan como grandes espacios de dorada arena en los que disfrutar de aguas tranquilas, así como de zonas de gran valor ecológico, como son los ecosistemas de dunas del litoral.",1.620 metros,120 metros,Poca,Medio,Aislada,No, ,Dorada,Oleaje moderado,No,No,Sí,en la playa,Sí,Dispone de pasarelas,Sí,Sí,Temporada estival,Sí,Banderas,A pie fácil / Coche,Sí,Sí,N-332,Sí,"Interurbano, Línea Alicante - Santa Pola a 3 km",Sí,No vigilado,Entre 50 y 100 plazas,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Playa natural.Los servicios de que dispone son temporales. Emergencias (112).,716981,4238616,30,0º 31' 11'' W,38º 16' 10'' N,Marina Deportiva de Alicante,http://www.marinaalicante.com/index.php,4 km.,Hospital General Universitario de Alicante,"Maestro Alonso, 109 (Alicante)",965938300,16 km.,Arena,Dunas,No, ,-0.5197,38.2694,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1322
0.010500000419241,38.8651999990378,1325,Comunitat Valenciana,Alicante/Alacant, ,3901,Els Poblets,http://www.elspoblets.es/index.php,1323,Setla-Mirarrosa,Els poblets, ,"Esta playa de carácter semiurbano es la única que pertenece al término de Els Poblets, situado en el interior.",1.190 metros,25 metros,Poca,Medio,Semiurbana,No, , ,Aguas tranquilas,No,No,No, , , ,No,No, ,No, ,A pie fácil,Sí,No,Les Marines,Sí,"Urbano, Línea Denia - Les Marines",Sí,No vigilado,Más de 100 plazas,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,"Playa regenerada varias veces con aportación de gravas procedentes de la playa de Les Deveses, hacia donde las arrastran las corrientes. Setla es el nombre de uno de los pequeños pueblos que componen la agrupación denominada Els Poblets, y Mirarrosa e",761204,4306126,30,"0º 0' -37,999'' W",38º 51' 55'' N,Real Club Náutico Dénia,http://www.cndenia.es,"9,5 km.",Hospital de Denia,"Partida Beniadlá ,s/n  (Denia)  (03700 Alicante)",966429000,10 km.,Grava,Urbana,No, ,0.0105,38.8652,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1323
-0.166200000270929,38.5244999989426,1326,Comunitat Valenciana,Alicante/Alacant, ,3069,Finestrat,http://www.finestrat.org,1324,Finestrat,Cala de Finestrat, ,"Finestrat, típico pueblo mediterráneo del interior, posee este pequeño segmento de litoral que conforma su playa gracias a su contribución a la defensa del litoral contra los piratas berberiscos.",300 metros,51 metros,Poca,Alto,Urbana,Sí,Parcial,Dorada,Aguas tranquilas,No,No,Sí,en la playa,No, ,Sí,Sí,Temporada estival,Sí,Banderas,A pie fácil / Coche,Sí,Sí,N-332,Sí,Urbano,Sí,No vigilado,Más de 100 plazas,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Es la única playa del término municipal de Finestrat. En el lado oeste tiene el encauzamiento de un barranco y en la zona central se realizó una actuación para encauzar las lluvias. En la margen este se ha llevado a cabo una actuación de recuperaci,747040,4267819,30,"0º 9' 58,407'' W","38º 31' 28,499'' N",Club Náutico Benidorm,http://www.cnbenidorm.com,"3,5 km.",Hospital de la Marina Baixa,"Avda. Jaume Botella Mayor, 7 (Villajoyosa)",966859800,4 km.,Arena,Urbana,No, ,-0.1662,38.5245,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1324
-0.651899999567587,38.0367999993554,1327,Comunitat Valenciana,Alicante/Alacant, ,3076,Guardamar del Segura,http://www.guardamardelsegura.es,1325,Les Ortigues, , ,"Las Playas del Campo y Les Ortigues, una a continuación de la otra, constituyen una amplia franja de arena dorada que permite disfrutar de grandes paseos.",700 metros,40 metros,Poca,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,No,Sí,detrás de la playa,Sí,Vallado dunar / Dispone de pasarelas,No,Sí,Temporada estival,No, ,A pie fácil,No,No,N-332,Sí,Interurbano,Sí,No vigilado,Entre 50 y 100 plazas,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,"Se instalan lavapies alimentados por agua marina, en lugar de duchas.Se instala kiosco de helados y bebidas. Emergencias (112).",706068,4212501,30,"00º 39' 07,196'' W","38º 02' 12,563'' N",Club Náutico Marina de las Dunas (Guardamar),http://www.clubnauticoguardamar.com/,10 km.,Hospital Quirónsalud,"Partida de La Loma, s/n (Torrevieja)",966921313,2 km.,Arena,Dunas,Sí, ,-0.6519,38.0368,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1325
-0.65229999960068,38.045999999383,1328,Comunitat Valenciana,Alicante/Alacant, ,3076,Guardamar del Segura,http://www.guardamardelsegura.es,1326,El Campo,El Camp, ,"Las Playas del Campo y Les Ortigues, una a continuación de la otra, constituyen una amplia franja de arena dorada que permite disfrutar de grandes paseos",1.200 metros,70 metros,Poca,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,No,Sí,detrás de la playa,Sí,Vallado dunar / Dispone de pasarelas,No,Sí,Temporada estival,Sí,Banderas,A pie fácil,No,No,N-332,Sí,Interurbano,Sí, , ,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,"Se instalan lavapies alimentados por agua marina, en lugar de duchas. Se instala kiosco de helados y bebidas. Emergencias (112).",706007,4213521,30,"00º 39' 08,353'' W","38º 02' 45,642'' N",Club Náutico Marina de las Dunas (Guardamar),http://www.clubnauticoguardamar.com/,9 km.,Hospital Quirónsalud,"Partida de La Loma, s/n (Torrevieja)",966921313,5 km.,Arena,Dunas,Sí, ,-0.6523,38.046,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1326
-0.648599999743819,38.0687999989315,1329,Comunitat Valenciana,Alicante/Alacant, ,3076,Guardamar del Segura,http://www.guardamardelsegura.es,1327,El Moncayo,El Moncaio, ,"De las magníficas playas del litoral guardamarenco, la Playa del Moncayo y la Playa de Los Tusales, junto a la desembocadura del Segura, son un buen ejemplo de playas vírgenes de gran calidad.",2.000 metros,70 metros,Poca,Medio,Semiurbana,No, ,Dorada,Oleaje moderado,No,No,Sí,detrás de la playa,Sí,Vallado dunar / Dispone de pasarelas,Sí,Sí,Temporada estival,Sí,Banderas,A pie difícil / Coche,No,Sí,Camino Viejo de Elche,Sí,"Urbano, en verano",Sí,Vigilado,Más de 100 plazas,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,"Se instalan lavapies alimentados por agua marina, en lugar de duchas. Se instala kiosco de helados y bebidas. Emergencias (112).",706268,4216059,30,0º 38' 55'' W,38º 04' 08'' N,Club Náutico Marina de las Dunas (Guardamar),http://www.clubnauticoguardamar.com/,8 km.,Hospital Quirónsalud,"Partida de La Loma, s/n (Torrevieja)",966921313,6 km.,Arena,Semiurbana,Sí,LIC,-0.6486,38.0688,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1327
-0.647500000101995,38.08049999911,1330,Comunitat Valenciana,Alicante/Alacant, ,3076,Guardamar del Segura,http://www.guardamardelsegura.es,1328,La Roqueta, , ,"La Playa de la Roqueta y la Playa Centro son una representación de playa cosmopolita dentro de la gran variedad de playas en esta zona costera, todas ellas perfectamente equipadas para el uso público.",1.150 metros,50 metros,Poca,Alto,Urbana,No, ,Dorada,Oleaje moderado,No,No,No, ,Sí,Dispone de pasarelas y rampas,Sí,Sí,Temporada estival,Sí,Banderas,A pie fácil / Coche,Sí,Sí,Avda. de la Libertad,Sí,"Urbano, en verano",Sí,No vigilado,Menos de 50 plazas,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,"Se instalan lavapies alimentados por agua marina, en lugar de duchas. Se instala kiosco de helados y bebidas. El equipo de salvamento y evacuación está compartido con la Playa Centro. Emergencias (112).",706331,4217360,30,0º 38' 51'' W,38º 04' 50'' N,Club Náutico Marina de las Dunas (Guardamar),http://www.clubnauticoguardamar.com/,6 km.,Hospital Quirónsalud,"Partida de La Loma, s/n (Torrevieja)",966921313,9 km.,Arena,Urbana,No, ,-0.6475,38.0805,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1328
-0.647199999628027,38.0836999991851,1331,Comunitat Valenciana,Alicante/Alacant, ,3076,Guardamar del Segura,http://www.guardamardelsegura.es,1329,Playa Centro,Platja Centre, ,"La Playa Centro y la Playa de la Roqueta son una representación de playa cosmopolita dentro de la gran variedad de playas en esta zona costera, todas ellas perfectamente equipadas para el uso público.",2.600 metros,60 metros,Poca,Alto,Urbana,Sí,Parcial,Dorada,Oleaje moderado,No,No,No, ,Sí,Dispone de pasarelas y rampas,Sí,Sí,Temporada estival,Sí,Banderas,A pie fácil / Coche,No,Sí,Avda. de la Libertad,Sí,Urbano,Sí,No vigilado,Entre 50 y 100 plazas,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,"Se instalan lavapies alimentados por agua marina, en lugar de duchas. Se instala kiosco de helados y bebidas. Personal ambulante de información turística. Emergencias (112).",706349,4217716,30,"00º 38' 49,971'' W","38º 05' 01,520'' N",Club Náutico Marina de las Dunas (Guardamar),http://www.clubnauticoguardamar.com/,2 km.,Hospital Quirónsalud,"Partida de La Loma, s/n (Torrevieja)",966921313,10 km.,Arena,Urbana,No, ,-0.6472,38.0837,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1329
-0.644299999837352,38.1028999991561,1332,Comunitat Valenciana,Alicante/Alacant, ,3076,Guardamar del Segura,http://www.guardamardelsegura.es,1330,Los Viveros,Vivers, ,"Esta playa recibe su nombre por la cercanía a multitud de viveros localizados en la zona, objeto de diferentes cultivos que caracterizan a esta tierra.",1.300 metros,45 metros,Media,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,No,Sí,en la playa,Sí,Vallado dunar / Dispone de pasarelas,No,Sí,Temporada estival,Sí, ,A pie fácil,No,Sí,Avda. Ingeniero Codorniu,Sí,Tren remolcado,No, , ,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,706549,4219853,30,"00º 38' 39,750'' W","38º 06' 10,573'' N",Club Náutico Marina de las Dunas (Guardamar),http://www.clubnauticoguardamar.com/,"0,2 km.",Hospital Quirónsalud,"Partida de La Loma, s/n (Torrevieja)",966921313,11 km.,Arena,Dunas,Sí,LIC,-0.6443,38.1029,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1330
-0.641499999605768,38.1147999989605,1333,Comunitat Valenciana,Alicante/Alacant, ,3076,Guardamar del Segura,http://www.guardamardelsegura.es,1331,Los Tusales,Platja dels Tossals, ,"De las magníficas playas del litoral guardamarenco, la Playa del Moncayo y la Playa de los Tusales, junto a la desembocadura del Segura, son un buen ejemplo de playas vírgenes de gran calidad.",1.500 metros,50 metros,Poca,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,Parcial,Sí,en la playa,Sí,Vallado dunar / Dispone de pasarelas,No,No, ,Sí, ,A pie difícil / Coche,No,No,N-332,No, ,Sí,No vigilado,Menos de 50 plazas,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,Sí,"Se instalan lavapies alimentados por agua marina, en lugar de duchas. Se instala kiosco de helados y bebidas. Zona náutica deportiva. Acceso: aproximación en coche por camino de tierra . En la playa hay un tramo con pasarela de acceso quedando el resto",706761,4221180,30,"00º 38' 29,586'' W","38º 06' 53,416'' N",Club Náutico Marina de las Dunas (Guardamar),http://www.clubnauticoguardamar.com/,"1,5 km.",Hospital Quirónsalud,"Partida de La Loma, s/n (Torrevieja)",966921313,13 km.,Arena,Dunas,Sí,Espacio Natural Protegido / LIC,-0.6415,38.1148,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1331
-0.638999999848152,38.1298999994088,1334,Comunitat Valenciana,Alicante/Alacant, ,3065,Elche/Elx,http://www.elche.es,1332,El Rebollo,Les Pesqueres, ,"La Playa del Rebollo es un ejemplo más de la diversidad de playas de este litoral costero, donde se combinan las playas aisladas con otras de elevada afluencia de visitantes.",1.360 metros,50 metros,Poca,Alto,Aislada,No, ,Dorada,Oleaje moderado,No,No,Sí,en la playa,Sí,Vallado dunar / Dispone de pasarelas,Sí,Sí,Temporada estival,No, ,A pie fácil / Coche,Sí,No,N-332,Sí,Interurbano,Sí,No vigilado,Entre 50 y 100 plazas,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,"Se instalan lavapies alimentados por agua marina, en lugar de duchas. Se instala kiosco de helados y bebidas. Emergencias (112).",706937,4222861,30,"0º 38' 20,424'' W","38º 07' 47,829'' N",Club Náutico Marina de las Dunas (Guardamar),http://www.clubnauticoguardamar.com/,"1,7 km.",Hospital Quirónsalud,"Partida de La Loma, s/n (Torrevieja)",966921313,16 km.,Arena,Dunas,No, ,-0.639,38.1299,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1332
-0.645699999953144,38.0934999992907,1335,Comunitat Valenciana,Alicante/Alacant, ,3076,Guardamar del Segura,http://www.guardamardelsegura.es,1333,Babilonia,Platja de la Babilònia, ,"Esta playa, parcialmente antropizada, tiene como característica principal que alberga uno de los sistemas dunares más importantes del Mediterráneo.",1.074 metros,20 metros,Mucha,Alto,Urbana,No, ,Dorada,Oleaje moderado,No,No,Sí,detrás de la playa,Sí,Dispone de escaleras,No,No, ,No, ,A pie fácil / Coche,No,No,Avda. Ingeniero Codorniu,Sí,Interurbano,Sí,No vigilado,Entre 50 y 100 plazas,No,Sí,No,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Dispone de lavapies alimentados con agua marina. Emergencias (112).,706453,4218807,30,"00º 38' 44,815'' W","38º 05' 36,840'' N",Club Náutico Marina de las Dunas (Guardamar),http://www.clubnauticoguardamar.com/,"0,5 km.",Hospital Quirónsalud,"Partida de La Loma, s/n (Torrevieja)",966921313,11 km.,Arena,-,No, ,-0.6457,38.0935,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1333
0.196800000106748,38.7295999987499,1336,Comunitat Valenciana,Alicante/Alacant, ,3082,Jávea/Xàbia,http://www.ajxabia.com,1334,La Granadella, , ,"Pequeña playa rodeada de pinos, muy adecuada para la práctica del submarinismo.",200 metros,20 metros,Poca,Alto,Semiurbana,No, , ,Aguas tranquilas,Sí,No,Sí,En el entorno, , ,Sí,Sí,Temporada estival. Medios humanos y materiales,Sí,Banderas,A pie fácil / Coche,Sí,No,Cabo de la Nao,No, ,Sí,No vigilado,Más de 100 plazas,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,No,En esta playa hay peligro de desprendimientos. Existe servicio de restaurante. Emergencias (112).,777899,4291624,30,"00º 11' 48,811'' E","38º 43' 46,566'' N",Club Náutico de Jávea,http://www.cnjavea.net, ,Hospital de Denia,"Partida Beniadlá ,s/n  (Denia)  (03700 Alicante)",966429000,23 km.,Roca / Grava,Montaña,Sí,Parque Forestal,0.1968,38.7296,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1334
0.21800000006348,38.730499999384,1337,Comunitat Valenciana,Alicante/Alacant, ,3082,Jávea/Xàbia,http://www.ajxabia.com,1335,El Ambolo, , ,Playa de difícil acceso por tierra y a la que puede accederse desde el mar,150 metros,15 metros,Poca,Medio,Semiurbana,No, , ,Oleaje moderado,Sí,Sí,Sí,en la playa,Sí,Acondicionamiento de acceso / Dispone de escaleras,No,No, ,Sí, ,A pie fácil / Barco,Sí,No,Cabo de la Nao,No, ,No, , ,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,"En esta playa hay peligro de desprendimientos. Está la isla de ""El descubridor"". Emergencias (112).",779738,4291788,30,"00º 13' 05,058'' E","38º 43' 49,920'' N",Club Náutico de Jávea,http://www.cnjavea.net,10 km.,Hospital de Denia,"Partida Beniadlá ,s/n  (Denia)  (03700 Alicante)",966429000,22 km.,Bolos / Grava,Acantilado,No, ,0.218,38.7305,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1335
0.232099999882161,38.7364999990429,1338,Comunitat Valenciana,Alicante/Alacant, ,3082,Jávea/Xàbia,http://www.ajxabia.com,1336,Cala de la Barra, , ,"Pequeña cala de rocas, aislada, ubicada en el extremo del Cabo de la Nao.",100 metros,2 metros,Poca,Bajo,Aislada,No, , ,Aguas tranquilas,Sí,No,Sí,en la playa, , ,No,No, ,No, ,A pie difícil / Barco,No,No,Cabo de la Nao,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Emergencias (112).,780941,4292498,30,"00º 13' 55,891'' E","38º 44' 11,736'' N",Club Náutico de Jávea,http://www.cnjavea.net,13 km.,Hospital de Denia,"Partida Beniadlá ,s/n  (Denia)  (03700 Alicante)",966429000,21 km.,Roca,Acantilado,No, ,0.2321,38.7365,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1336
0.223799999644864,38.7524999993655,1339,Comunitat Valenciana,Alicante/Alacant, ,3082,Jávea/Xàbia,http://www.ajxabia.com,1337,Portitxol,La Barraca,Portichol,Playa con un alto grado de ocupación desde donde puede verse la pequeña Isla del Portichol,600 metros,12 metros,Poca,Alto,Semiurbana,No, , ,Aguas tranquilas,Sí,No,Sí,detrás de la playa, , ,No,No, ,No, ,Coche,Sí,No,Cabo de La Nao,No, ,Sí,No vigilado,Más de 100 plazas,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,En esta playa existe peligro de desprendimientos. Hay servicio de restaurante. Isla denominada L'Illa. Emergencias (112).,780157,4294248,30,"0º -13' -25,999'' W",38º 45' 9'' N,Club Náutico de Jávea,http://www.cnjavea.net,6 km.,Hospital de Denia,"Partida Beniadlá ,s/n  (Denia)  (03700 Alicante)",966429000,28 km.,Bolos / Grava,Semiurbana,Sí,Microreserva de Flora,0.2238,38.7525,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1337
0.218600000113086,38.7602999991899,1340,Comunitat Valenciana,Alicante/Alacant, ,3082,Jávea/Xàbia,http://www.ajxabia.com,1338,Cap Marti,La Almadrava,Cala Sardinera,"Esta playa de grava se encuentra aislada por su difícil acceso, aunque goza de un alto grado de ocupación por sus aguas tranquilas",450 metros,8 metros,Poca,Medio,Aislada,No, , ,Aguas tranquilas,Sí,No,Sí,en la playa, , ,No,No, ,No, ,A pie difícil / Barco,Sí,No,Cabo de la Nao,Sí,Interurbano,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,El Ayuntamiento de Jávea reconoce esta playa con el nombre de Sardinera. Emergencias (112).,779674,4295098,30,"00º 13' 07,150'' E","38º 45' 37,307'' N",Club Náutico de Jávea,http://www.cnjavea.net,10 km.,Hospital de Denia,"Partida Beniadlá ,s/n  (Denia)  (03700 Alicante)",966429000,20 km.,Bolos / Grava,Acantilado,No, ,0.2186,38.7603,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1338
